Country,Indicators,,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CHILE,Total,,Thousands,1742.0,1760.0,1491.0,1672.0,1825.0,2069.0,2273.0,2534.0,2710.0,2760.0,2801.0,3137.2000000000003,3554.3,3576.0,3674.3,4478.0,5641.0,6449.9,5722.9,4518.0,1119.1,,2030.3999999999999
CHILE,Personal,,Thousands,1494.0,1553.0,1296.0,1462.0,1585.0,1719.0,1795.0,2075.0,2142.0,2026.0,2032.0,2434.8,2903.5,2952.0,3008.6,3786.0,4827.0,5813.9,5168.5,4030.3999999999996,1024.0,,1809.3
CHILE,Business and professional,,Thousands,248.0,207.0,195.0,210.0,240.0,350.0,478.0,459.0,568.0,734.0,769.0,702.4,650.8,624.0,665.7,692.0,814.0,636.0,554.4,487.6,95.1,,221.1
CHINA,Total,,Thousands,,,13439.0,11403.0,16932.0,20255.0,22210.0,26110.0,24326.0,21938.0,26127.0,27111.0,27191.0,26290.0,26361.0,25985.0,31483.9,42943.0,47951.100000000006,49113.5,,,
CHINA,Personal,,Thousands,,,10219.0,8501.0,13071.0,15657.0,16662.0,19149.0,18648.0,16701.0,19930.0,20785.0,20911.0,20096.0,20965.0,20608.0,25686.5,37246.2,41804.100000000006,42828.8,,,
CHINA,Business and professional,,Thousands,,,3220.0,2902.0,3861.0,4598.0,5548.0,6961.0,5678.0,5237.0,6197.0,6326.0,6280.0,6194.0,5396.0,5377.0,5797.4,5696.8,6147.0,6284.7,,,
COLOMBIA,Total,,Thousands,558.0,615.0,567.0,625.0,791.0,933.0,,,,,1217.0,1470.8000000000002,1365.4,1487.1,1695.0,1984.7,2241.0,2465.8999999999996,2709.1,2814.0,902.78,1398.0,3304.5
COLOMBIA,Personal,,Thousands,490.0,559.0,432.0,460.0,574.0,667.0,,,,,1058.7,1263.8000000000002,1125.7,1185.6,1265.9,1546.5,1802.8,2017.6999999999998,2250.0,2353.7,814.3,1306.1,3097.3
COLOMBIA,Business and professional,,Thousands,68.0,56.0,135.0,165.0,217.0,266.0,,,,,158.3,207.0,239.7,301.5,429.1,438.2,438.2,448.2,459.1,460.3,88.48,91.9,207.2
COMOROS,Total,,Thousands,24.0,19.3,18.9,20.5,23.3,25.9,28.5,15.200000000000001,14.8,11.3,15.3,18.8,22.700000000000003,21.900000000000002,22.799999999999997,23.599999999999998,26.799999999999997,28.000000000000004,35.9,45.1,6.97,28.799999999999997,
COMOROS,Personal,,Thousands,22.0,16.3,14.6,16.4,19.0,21.0,23.1,10.8,10.6,8.3,12.0,15.3,17.1,18.6,17.7,17.9,21.7,21.200000000000003,25.5,37.0,5.47,24.9,
COMOROS,Business and professional,,Thousands,2.0,3.0,4.3,4.1,4.3,4.9,5.4,4.4,4.2,3.0,3.3,3.5,5.6,3.3,5.1,5.7,5.1,6.8,10.4,8.1,1.5,3.9,
CONGO,Total,,Thousands,,,,,,,,,,,198.89999999999998,224.0,259.0,345.40000000000003,229.0,224.3,212.8,150.6,158.10000000000002,,,,
CONGO,Personal,,Thousands,,,,,,,,,,,126.8,148.0,159.0,221.10000000000002,171.0,167.9,163.10000000000002,107.69999999999999,84.9,,,,
CONGO,Business and professional,,Thousands,,,,,,,,,,,72.1,76.0,100.0,124.3,58.0,56.4,49.7,42.9,73.2,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Total,,Thousands,103.0,54.0,28.0,35.0,36.0,61.0,55.0,47.0,50.0,53.0,81.0,186.0,167.0,191.3,333.6,353.7,351.3,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Personal,,Thousands,93.0,49.0,25.0,14.0,14.0,19.0,20.0,21.0,18.0,19.0,46.0,67.0,91.0,107.1,194.8,206.89999999999998,205.5,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Business and professional,,Thousands,10.0,5.0,3.0,21.0,22.0,42.0,35.0,26.0,32.0,34.0,35.0,119.0,76.0,84.2,138.8,146.8,145.8,,,,,,
COOK ISLANDS,Total,,Thousands,73.0,75.0,73.0,78.0,83.0,88.0,92.0,97.0,95.0,101.0,104.0,113.0,122.0,121.0,121.6,125.1,146.4,161.39999999999998,168.79999999999998,171.6,25.2,26.4,113.50000000000001
COOK ISLANDS,Personal,,Thousands,70.0,72.0,69.0,74.0,79.0,85.0,89.0,93.0,91.0,98.0,101.0,110.0,118.0,117.0,117.39999999999999,120.8,141.3,155.79999999999998,162.89999999999998,165.6,24.599999999999998,26.0,111.60000000000001
COOK ISLANDS,Business and professional,,Thousands,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.2,4.3,5.1,5.6,5.9,6.0,0.6,0.4,1.9
COSTA RICA,Total,,Thousands,1088.0,1131.0,1113.0,1238.0,1453.0,1679.0,1725.4,1979.6,2089.4,1923.3999999999999,2100.4,2192.0,2342.6,2427.7,2526.7,2660.0,2925.1,2959.8999999999996,3016.7,3139.0,,1347.1,2349.5
COSTA RICA,Personal,,Thousands,829.0,921.0,849.0,966.0,1203.0,1407.0,1427.7,1651.1,1646.0,1701.6,1829.3,1890.0,2036.6,2140.7,2179.7,2241.0,2630.5,2715.2999999999997,2731.2999999999997,2977.8,,1294.1,2249.5
COSTA RICA,Business and professional,,Thousands,259.0,210.0,264.0,272.0,250.0,272.0,297.7,328.5,443.4,221.8,271.1,302.0,306.0,287.0,347.0,419.0,294.6,244.6,285.4,161.2,,53.0,100.0
COTE D´IVOIRE,Total,,Thousands,,,,,,,,,,,252.0,270.0,289.2,380.0,471.0,1441.0,1583.0,1800.1999999999998,1964.7,2070.2,668.2,575.8,
COTE D´IVOIRE,Personal,,Thousands,,,,,,,,,,,151.0,163.0,173.6,228.0,273.2,836.0,1013.0,1026.1,1123.0,1184.5,382.0,329.1,
COTE D´IVOIRE,Business and professional,,Thousands,,,,,,,,,,,101.0,107.0,115.6,152.0,197.8,605.0,570.0,774.1,841.7,885.7,286.2,246.7,
CROATIA,Total,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CROATIA,Personal,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CROATIA,Business and professional,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CUBA,Total,,Thousands,1741.0,1736.0,1656.0,1847.0,2017.0,2261.0,2150.0,2119.0,2316.0,2405.0,2507.0,2688.0,2823.2,2838.6,2980.5,3506.1,3975.3,4593.9,4683.6,4263.1,1084.8,356.3,1613.4
CUBA,Personal,,Thousands,1729.0,1723.0,1643.0,1835.0,2006.0,2249.0,2137.0,2107.0,2304.0,2393.0,2495.0,2672.0,2806.2,2823.6,2966.3,3487.5,3952.1000000000004,4562.5,4668.900000000001,4238.3,1079.7,351.7,1601.2
CUBA,Business and professional,,Thousands,12.0,13.0,13.0,12.0,11.0,12.0,13.0,12.0,12.0,12.0,12.0,16.0,17.0,15.0,14.2,18.6,23.2,31.4,14.7,24.8,5.1,4.6,12.2
CURAÇAO,Total,,Thousands,190.6,201.8,215.0,219.0,223.0,222.0,233.0,299.0,407.99,367.0,342.0,390.0,420.0,440.7,451.9,467.49999999999994,441.3,398.90000000000003,431.79999999999995,463.65999999999997,174.9,264.9,489.6
CURAÇAO,Personal,,Thousands,152.1,162.70000000000002,184.0,195.0,202.0,207.0,218.0,287.0,384.79,333.0,304.0,360.0,394.0,409.3,417.5,436.59999999999997,415.2,369.20000000000005,408.9,443.2,170.0,250.4,468.3
CURAÇAO,Business and professional,,Thousands,38.5,39.1,31.0,24.0,21.0,15.0,15.0,12.0,23.2,34.0,38.0,30.0,26.0,31.4,34.4,30.9,26.1,29.7,22.9,20.46,4.9,14.5,21.3
CYPRUS,Total,,Thousands,2686.0,2697.0,2418.0,2303.0,2349.0,2470.0,2401.0,2416.0,2404.0,2141.0,2173.0,2392.0,2370.0,2363.0,2441.0,2659.0,3186.6000000000004,3651.9999999999995,3938.6,3976.8,631.5,,
CYPRUS,Personal,,Thousands,2541.0,2568.0,2287.0,2176.0,2210.0,2327.0,2250.0,2241.0,2239.0,1984.0,2023.0,2231.0,2245.0,2263.0,2326.0,2522.0,3009.8,3438.8999999999996,3700.9,3728.3,557.5,,
CYPRUS,Business and professional,,Thousands,145.0,129.0,131.0,127.0,139.0,143.0,151.0,175.0,165.0,157.0,150.0,161.0,125.0,100.0,115.0,137.0,176.8,213.1,237.7,248.5,74.0,,
CZECH REPUBLIC (CZECHIA),Total,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CZECH REPUBLIC (CZECHIA),Personal,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CZECH REPUBLIC (CZECHIA),Business and professional,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DENMARK,Total,,Thousands,,,,,22054.0,26927.0,26936.0,27138.0,26870.0,26571.0,26730.0,25812.0,26403.0,26516.0,28070.0,28209.0,28692.0,30736.0,30800.600000000002,32065.0,16031.0,18371.8,31530.0
DENMARK,Personal,,Thousands,,,,,21070.0,25692.0,25718.0,25963.0,25713.0,25536.0,25631.0,25078.0,25632.0,25727.0,26966.0,27038.0,27568.0,29265.0,29265.4,30539.0,15658.0,17888.8,30287.0
DENMARK,Business and professional,,Thousands,,,,,984.0,1235.0,1218.0,1175.0,1157.0,1035.0,1099.0,734.0,771.0,789.0,1104.0,1171.0,1124.0,1471.0,1535.2,1526.0,373.0,483.0,1243.0
DJIBOUTI,Total,,Thousands,,,,,,,,,,,,,,,,,,132.7,142.0,167.5,74.8,114.1,144.89999999999998
DJIBOUTI,Personal,,Thousands,,,,,,,,,,,,,,,,,,71.9,78.1,95.1,33.3,59.5,76.8
DJIBOUTI,Business and professional,,Thousands,,,,,,,,,,,,,,,,,,60.8,63.9,72.4,41.5,54.6,68.1
DOMINICA,Total,,Thousands,69.0,66.3,69.3,73.3,80.5,79.5,84.5,81.5,80.9,74.5,76.5,75.60000000000001,79.0,78.30000000000001,81.5,74.5,78.4,72.2,62.900000000000006,89.5,21.8,15.0,61.099999999999994
DOMINICA,Personal,,Thousands,57.0,54.3,56.3,60.3,66.5,66.5,70.5,71.5,65.9,60.5,62.3,61.7,65.6,65.60000000000001,67.8,61.5,65.2,59.8,51.1,80.2,19.1,11.8,55.199999999999996
DOMINICA,Business and professional,,Thousands,12.0,12.0,13.0,13.0,14.0,13.0,14.0,10.0,15.0,14.0,14.2,13.9,13.4,12.7,13.7,13.0,13.2,12.4,11.8,9.3,2.7,3.2,5.9
DOMINICAN REPUBLIC,Total,,Thousands,2972.0,2869.0,2793.0,3282.0,3450.0,3691.0,3965.0,3980.0,3980.0,3992.0,4125.0,4306.0,4563.0,4689.9,5141.0,5599.900000000001,5959.3,6187.5,6568.8,6446.0,2405.2999999999997,4994.3,7163.299999999999
DOMINICAN REPUBLIC,Personal,,Thousands,2855.0,2784.0,2706.0,3186.0,3356.0,3563.0,3822.0,3821.0,3839.0,3851.0,3959.0,4147.0,4413.0,4535.4,5007.0,5484.8,5843.5,6080.5,6433.5,6323.5,2325.2,4880.7,6913.799999999999
DOMINICAN REPUBLIC,Business and professional,,Thousands,117.0,85.0,87.0,96.0,94.0,128.0,143.0,159.0,141.0,141.0,166.0,159.0,150.0,154.5,134.0,115.1,115.8,107.0,135.3,122.5,80.1,113.6,249.5
ECUADOR,Total,,Thousands,,,,,,,,,,,1047.0,1140.9,1272.0,1364.0,1695.0,1676.0,1569.0,1805.5000000000002,2535.2,2107.6,507.40000000000003,669.4,1265.0
ECUADOR,Personal,,Thousands,,,,,,,,,,,788.0,858.4,1016.0,1195.0,1626.0,1610.0,1456.0,1564.6000000000001,2257.5,1796.4,386.90000000000003,453.4,1124.0
ECUADOR,Business and professional,,Thousands,,,,,,,,,,,259.0,282.5,256.0,169.0,69.0,66.0,113.0,240.9,277.7,311.2,120.5,216.0,141.0
EGYPT,Total,,Thousands,5116.0,4357.0,4906.0,5746.0,7795.0,8244.0,8646.0,10610.0,12296.0,11914.0,14050.0,9497.0,11196.0,9174.0,9627.8,9139.0,5257.8,8156.599999999999,11196.0,12875.6,,,
EGYPT,Personal,,Thousands,4999.0,4271.0,4811.0,5607.0,7613.0,8062.0,8504.0,10515.0,12185.0,11735.0,13924.0,9411.0,11095.0,9025.0,9483.8,9057.0,5210.5,8083.2,11095.2,12759.6,,,
EGYPT,Business and professional,,Thousands,117.0,86.0,95.0,139.0,182.0,182.0,142.0,95.0,111.0,179.0,126.0,86.0,101.0,149.0,144.0,82.0,47.3,73.4,100.8,116.0,,,
EL SALVADOR,Total,,Thousands,794.0,735.0,798.0,720.0,951.0,1127.0,1278.0,1339.0,1385.0,1091.0,1150.0,1184.0,1255.0,1282.7,1345.2,1401.6000000000001,1433.6,1556.1000000000001,1677.3,1765.6000000000001,549.0,1218.9,1891.2
EL SALVADOR,Personal,,Thousands,490.0,494.0,794.0,564.0,742.0,863.0,937.0,996.0,968.0,923.0,985.0,1041.0,1100.0,1136.4,1187.5,1236.4,1231.1999999999998,1419.4,1524.5,1653.4,516.0,1171.4,1790.2
EL SALVADOR,Business and professional,,Thousands,304.0,241.0,4.0,156.0,209.0,264.0,341.0,343.0,417.0,168.0,165.0,143.0,155.0,146.3,157.7,165.2,202.4,136.7,152.8,112.2,33.0,47.5,101.0
EQUATORIAL GUINEA,Total,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Personal,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Business and professional,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ERITREA,Total,,Thousands,70.0,113.0,101.0,80.0,87.0,84.0,78.0,81.0,70.0,79.0,84.0,107.0,129.0,141.0,119.0,114.0,142.0,,,,,,
ERITREA,Personal,,Thousands,49.0,91.0,80.0,64.0,74.0,71.0,66.0,71.0,62.0,72.0,77.0,100.0,123.0,137.0,116.0,114.0,136.0,,,,,,
ERITREA,Business and professional,,Thousands,21.0,22.0,21.0,16.0,13.0,13.0,12.0,10.0,8.0,7.0,7.0,7.0,6.0,4.0,3.0,,6.0,,,,,,
ESTONIA,Total,,Thousands,3310.0,3230.0,,,,,,,,,,,,,,,,,,,,,
ESTONIA,Personal,,Thousands,2549.0,2470.0,,,,,,,,,,,,,,,,,,,,,
ESTONIA,Business and professional,,Thousands,761.0,760.0,,,,,,,,,,,,,,,,,,,,,
ESWATINI,Total,,Thousands,281.0,283.0,256.0,461.0,459.0,1182.0,1200.0,1230.0,1186.0,1344.0,1343.0,1328.0,1279.0,1299.0,1325.0,1255.8999999999999,1278.6999999999998,1342.6,1277.1999999999998,1225.0,345.4,210.7,502.5
ESWATINI,Personal,,Thousands,204.0,190.0,147.0,339.0,338.0,1014.0,1026.0,1065.0,1035.0,1193.0,1214.0,1193.0,1151.0,1169.0,1170.0,1045.6,1097.1999999999998,1152.1,1097.6,1040.0,296.0,139.7,417.1
ESWATINI,Business and professional,,Thousands,77.0,93.0,109.0,122.0,121.0,168.0,174.0,165.0,151.0,151.0,129.0,135.0,128.0,130.0,155.0,210.3,181.5,190.5,179.6,185.0,49.4,71.0,85.4
ETHIOPIA,Total,,Thousands,109.0,116.0,156.0,179.0,184.0,227.0,290.0,312.0,330.0,427.0,468.0,523.0,596.0,681.3000000000001,770.3,863.8,870.6,933.3,849.1999999999999,811.6,,518.1,896.6
ETHIOPIA,Personal,,Thousands,74.0,84.0,113.0,131.0,138.0,165.0,192.0,251.0,265.0,308.0,354.0,382.0,408.0,492.70000000000005,556.5999999999999,622.8,716.2,861.5,652.8,635.0,,495.4,863.1
ETHIOPIA,Business and professional,,Thousands,35.0,32.0,43.0,48.0,46.0,62.0,98.0,61.0,65.0,119.0,114.0,141.0,188.0,188.6,213.7,241.0,154.4,71.8,196.4,176.6,,22.7,33.5
FIJI,Total,,Thousands,294.0,347.0,398.0,431.0,504.0,545.0,549.0,540.0,585.0,542.0,632.0,675.0,660.0,658.8000000000001,692.6,754.8000000000001,792.3,842.9000000000001,870.3,894.3000000000001,146.89999999999998,31.599999999999998,636.3
FIJI,Personal,,Thousands,272.0,323.0,367.0,398.0,465.0,502.0,503.0,504.0,540.0,500.0,587.0,627.0,619.0,625.7,655.5,710.6,737.9,786.4000000000001,818.0,837.4000000000001,136.7,29.4,616.4
FIJI,Business and professional,,Thousands,22.0,24.0,31.0,33.0,39.0,43.0,46.0,36.0,45.0,42.0,45.0,48.0,41.0,33.1,37.1,44.2,54.4,56.5,52.3,56.9,10.2,2.2,19.9
FINLAND,Total,,Thousands,3789.0,4252.0,4687.0,4527.0,4854.0,5038.0,5345.0,5736.0,6072.0,5695.0,6182.0,7260.0,7636.0,,,,,,,,,,
FINLAND,Personal,,Thousands,2527.0,2931.0,3414.0,3270.0,3540.0,3558.0,3738.0,4040.0,4284.0,4244.0,4701.0,5604.0,5860.0,,,,,,,,,,
FINLAND,Business and professional,,Thousands,1262.0,1321.0,1273.0,1257.0,1314.0,1480.0,1607.0,1696.0,1788.0,1451.0,1481.0,1656.0,1776.0,,,,,,,,,,
FRANCE,Total,,Thousands,,75202.0,,,74435.0,74988.0,77916.0,80853.0,79218.0,76764.0,76647.0,80498.59999999999,81979.7,83633.70000000001,83701.0,84452.0,82683.0,86758.0,89322.0,90913.98,,,
FRANCE,Personal,,Thousands,,65336.0,,,63578.0,66627.0,69876.0,72570.0,68107.0,66530.0,66944.1,69378.2,71800.8,73455.1,71928.5,72605.0,71020.0,74916.0,78258.0,79652.78,,,
FRANCE,Business and professional,,Thousands,,9866.0,,,10857.0,8361.0,8040.0,8283.0,11111.0,10234.0,9702.9,11120.4,10178.9,10178.6,11772.5,11847.0,11663.0,11842.0,11064.0,11261.2,,,
FRENCH GUIANA,Total,,Thousands,,65.0,65.0,,,95.0,,109.0,,83.0,,,,,,86.7,95.5,110.8,,,,,
FRENCH GUIANA,Personal,,Thousands,,35.0,41.0,,,47.0,,42.0,,46.0,,,,,,52.0,57.3,66.5,,,,,
FRENCH GUIANA,Business and professional,,Thousands,,30.0,24.0,,,48.0,,67.0,,37.0,,,,,,34.7,38.2,44.3,,,,,
FRENCH POLYNESIA,Total,,Thousands,,228.0,189.0,213.0,212.0,208.0,222.0,218.0,196.0,160.0,154.0,163.0,169.0,164.0,180.6,183.9,192.5,199.0,216.29999999999998,236.60000000000002,77.1,82.60000000000001,218.70000000000002
FRENCH POLYNESIA,Personal,,Thousands,,218.0,177.0,199.0,199.0,195.0,208.0,206.0,181.0,147.0,142.0,151.0,157.0,153.0,167.1,171.20000000000002,174.5,186.0,204.29999999999998,222.3,71.6,76.2,206.70000000000002
FRENCH POLYNESIA,Business and professional,,Thousands,,10.0,12.0,14.0,13.0,13.0,14.0,12.0,15.0,13.0,12.0,12.0,12.0,11.0,13.5,12.7,18.0,13.0,12.0,14.3,5.5,6.4,12.0
GABON,Total,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GABON,Personal,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GABON,Business and professional,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GAMBIA,Total,,Thousands,79.0,57.0,81.0,89.0,90.0,108.0,125.0,142.0,147.0,142.0,91.0,106.0,,,,134.60000000000002,161.09999999999997,162.0,209.10000000000002,235.7,,102.4,182.79999999999998
GAMBIA,Personal,,Thousands,79.0,57.0,81.0,89.0,89.0,103.0,122.0,140.0,139.0,101.0,70.0,85.0,,,,133.3,159.89999999999998,156.4,199.70000000000002,231.7,,96.0,164.2
GAMBIA,Business and professional,,Thousands,,,,,1.0,5.0,3.0,2.0,8.0,41.0,21.0,21.0,,,,1.3,1.2,5.6,9.4,4.0,,6.4,18.6
GEORGIA,Total,,Thousands,,,,,,,,,,,,,,,,5255.999999999999,5392.7,6482.9,7203.3,7725.8,,,4704.0
GEORGIA,Personal,,Thousands,,,,,,,,,,,,,,,,4722.299999999999,4847.2,5950.799999999999,6579.5,6894.3,,,4392.2
GEORGIA,Business and professional,,Thousands,,,,,,,,,,,,,,,,533.7,545.5,532.1,623.8,831.5,,,311.8
GERMANY,Total,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GERMANY,Personal,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GERMANY,Business and professional,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GHANA,Total,,Thousands,399.0,439.0,483.0,531.0,584.0,428.0,497.0,587.0,698.0,803.0,,,,,,,932.5999999999999,969.1,956.4,1130.4,355.1,623.5,
GHANA,Personal,,Thousands,254.0,279.0,307.0,338.0,371.0,270.0,308.0,329.0,419.0,482.0,,,,,,,446.7,283.9,331.9,508.7,158.7,346.70000000000005,
GHANA,Business and professional,,Thousands,145.0,160.0,176.0,193.0,213.0,158.0,189.0,258.0,279.0,321.0,,,,,,,485.9,685.2,624.5,621.7,196.4,276.8,
GREECE,Total,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GREECE,Personal,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GREECE,Business and professional,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GRENADA,Total,,Thousands,83.0,116.0,132.0,143.0,134.0,98.0,119.0,130.0,130.0,114.0,110.0,118.0,105.3,106.0,125.20000000000002,132.5,135.4,146.4,161.0,162.9,43.8,42.0,132.8
GRENADA,Personal,,Thousands,71.0,104.0,113.0,121.0,103.0,79.0,100.0,104.0,104.0,95.0,89.0,98.0,95.5,98.7,113.30000000000001,121.10000000000001,120.6,134.4,149.7,152.1,40.8,39.1,124.9
GRENADA,Business and professional,,Thousands,12.0,12.0,19.0,22.0,31.0,19.0,19.0,26.0,26.0,19.0,21.0,20.0,9.8,7.3,11.9,11.4,14.8,12.0,11.3,10.8,3.0,2.9,7.9
GUADELOUPE,Total,,Thousands,,,,,,,,,,,392.0,418.0,,646.0,486.0,512.0,,,,,,,
GUADELOUPE,Personal,,Thousands,,,,,,,,,,,369.0,393.0,,622.0,408.0,435.0,,,,,,,
GUADELOUPE,Business and professional,,Thousands,,,,,,,,,,,23.0,25.0,,24.0,78.0,77.0,,,,,,,
GUAM,Total,,Thousands,1269.0,1332.0,1023.0,851.0,1121.0,1185.0,1184.0,1181.0,1092.0,1044.0,1188.0,1150.0,1299.0,1329.0,1331.0,1382.8,1517.4,1544.0000000000002,1532.3999999999999,1655.6000000000001,273.90000000000003,61.800000000000004,275.9
GUAM,Personal,,Thousands,1249.0,1314.0,1006.0,834.0,1090.0,1148.0,1149.0,1145.0,1061.0,1007.0,1146.0,1111.0,1255.0,1287.0,1286.0,1340.8,1464.0,1474.3000000000002,1485.6,1604.4,264.1,56.7,261.9
GUAM,Business and professional,,Thousands,20.0,18.0,17.0,17.0,31.0,37.0,35.0,36.0,31.0,37.0,42.0,39.0,44.0,42.0,45.0,42.0,53.4,69.7,46.8,51.2,9.8,5.1,14.0
GUATEMALA,Total,,Thousands,,,,,,,1502.0,1627.0,1715.0,1310.8,1383.6,1434.2999999999997,1491.3000000000002,1515.6000000000001,1738.9,1865.2000000000003,1906.2,2113.2,2405.9,2559.6,594.0,665.9999999999999,1844.8000000000002
GUATEMALA,Personal,,Thousands,,,,,,,1187.0,1285.0,1320.0,1065.5,1101.3,1151.1999999999998,1196.4,1216.9,1401.8,1469.8000000000002,1669.3,1811.5,2067.1,2203.2,509.29999999999995,531.5999999999999,1534.2
GUATEMALA,Business and professional,,Thousands,,,,,,,315.0,342.0,395.0,245.3,282.3,283.1,294.9,298.7,337.1,395.4,236.9,301.7,338.8,356.4,84.7,134.4,310.6
GUINEA,Total,,Thousands,32.0,37.0,42.0,44.0,45.0,45.0,46.0,30.0,23.7,,12.4,131.1,96.1,56.1,33.2,35.3,63.0,99.3,,,,,
GUINEA,Personal,,Thousands,16.0,19.0,22.0,24.0,26.0,25.0,26.0,18.0,14.0,,5.5,76.3,57.699999999999996,27.5,17.6,17.1,30.0,47.3,,,,,
GUINEA,Business and professional,,Thousands,16.0,18.0,20.0,20.0,19.0,20.0,20.0,12.0,9.7,,6.9,54.8,38.4,28.6,15.6,18.2,33.0,52.0,,,,,
GUINEA-BISSAU,Total,,Thousands,,7.7,,,,5.0,11.600000000000001,,,,,,,,,,,,,,,,
GUINEA-BISSAU,Personal,,Thousands,,4.5,,,,3.2,7.2,,,,,,,,,,,,,,,,
GUINEA-BISSAU,Business and professional,,Thousands,,3.2,,,,1.8,4.4,,,,,,,,,,,,,,,,
GUYANA,Total,,Thousands,,,,,,,,,,,151.9,156.89999999999998,176.7,200.1,205.79999999999998,206.9,235.3,247.3,286.8,314.70000000000005,86.60000000000001,158.39999999999998,288.3
GUYANA,Personal,,Thousands,,,,,,,,,,,132.3,138.2,158.5,179.4,182.6,179.8,205.3,215.8,251.2,268.1,70.9,131.2,235.5
GUYANA,Business and professional,,Thousands,,,,,,,,,,,19.6,18.7,18.2,20.7,23.2,27.1,30.0,31.5,35.6,46.6,15.7,27.2,52.8
HAITI,Total,,Thousands,,,,136.0,96.0,112.0,108.0,386.0,258.0,387.0,255.0,348.0,,419.79999999999995,465.2,515.8,444.9,467.1,447.4,286.09999999999997,202.7,148.4,
HAITI,Personal,,Thousands,,,,118.0,82.0,90.0,86.0,309.0,238.0,326.0,211.0,303.0,,366.79999999999995,413.9,462.8,403.4,427.70000000000005,416.9,269.4,192.7,139.1,
HAITI,Business and professional,,Thousands,,,,18.0,14.0,22.0,22.0,77.0,20.0,61.0,44.0,45.0,,53.0,51.3,53.0,41.5,39.4,30.5,16.7,10.0,9.3,
HONDURAS,Total,,Thousands,471.0,518.0,549.0,611.0,641.0,673.0,739.0,804.0,869.0,836.0,862.0,871.0,895.0,862.0,868.0,880.1999999999999,837.5999999999999,850.0999999999999,846.8,724.3,204.2,459.2,844.4
HONDURAS,Personal,,Thousands,402.0,449.0,466.0,518.0,544.0,571.0,603.0,543.0,583.0,547.0,626.0,661.0,647.0,683.0,657.0,696.8,678.3,690.8,703.8,621.5999999999999,184.0,420.5,771.8
